product,cpe,vid
Axios Registro Elettronico,cpe:/a:axiositalia:registro_elettronico,36326
axios,cpe:/a:axios:axios,38603
AXML Parser,cpe:/a:axml_parser_project:axml_parser,35330
axmldec,cpe:/a:axmldec_project:axmldec,35329
Evidence Sync,cpe:/a:axon:evidence_sync,36579
Axous,cpe:/a:axous:axous,43486
Vision II ファームウェア,cpe:/o:axper:vision_ii_firmware,42623
AXSLinks,cpe:/a:axscripts:axslinks,2942
axublog,cpe:/a:axublog:axublog,33483
Axway Email Firewall,cpe:/a:axway:email_firewall,20213
Axway Secure Messenger,cpe:/a:axway:secure_messenger,20212
File Transfer Direct,cpe:/a:axway:file_tranfer_direct,37411
SecureTransport,cpe:/a:axway:securetransport,13426
Vordel XML Gateway,cpe:/a:axway:vordel_xml_gateway,38084
Axxon Next,cpe:/a:axxonsoft:next,32859
axyl,cpe:/a:axyl:axyl,6129
ay system solutions cms,cpe:/a:ay_system_solutions:ay_system_solutions_cms,6130
web content system,cpe:/a:ay_system_solutions:web_content_system,6131
Unity,cpe:/a:ayatana_project:unity,20041
Ays-WR01 ファームウェア,cpe:/o:ayision:ays-wr01_firmware,44714
websockets,cpe:/a:myks:websockets,35061
Photo Gallery,cpe:/a:ays-pro:photo_gallery,40100
ayuntamiento de coana,cpe:/a:ayuntamientodecoana:ayuntamiento_de_coana,22162
DAQFactory,cpe:/a:azeotech:daqfactory,2924
azdgdating,cpe:/a:azerbaijan_development_group:azdgdating,6132
"Anywhere Pad-Meet, Collaborate",cpe:/a:anywherepad:anywhere_pad-meet%2c_collaborate,21032
open azimyt cms,cpe:/a:azimyt:open_azimyt_cms,6133
Azkaban,cpe:/a:azkaban_project:azkaban,44116
jom comment,cpe:/a:azrul:jom_comment,6134
adsl2/2+4-port router,cpe:/h:aztech:adsl2%2F2%2B4-port_router,8770
dsl 600eu router,cpe:/h:aztech:dsl_600eu_router,8771
DSL5018EN ファームウェア,cpe:/o:aztech:adsl_dsl5018en_%281t1r%29_firmware,32188
DSL705E ファームウェア,cpe:/o:aztech:dsl705e_firmware,32189
DSL705EU ファームウェア,cpe:/o:aztech:dsl705eu_firmware,32190
aztek forum,cpe:/a:aztek_forum:aztek_forum,6135
AZTToken,cpe:/a:azttoken_project:azttoken,34254
azucar cms,cpe:/a:azucar_cms:azucar_cms,6136
AzurionToken,cpe:/a:azuriontoken_project:azuriontoken,34776
APROL,cpe:/a:br-automation:industrial_automation_aprol,47756
Automation Runtime,cpe:/a:br-automation:automation_runtime,44601
Automation Studio,cpe:/a:br-automation:automation_studio,44602
GateManager 4250 ファームウェア,cpe:/a:br-automation:GateManager_4250_firmware,47085
GateManager 4260,cpe:/a:br-automation:GateManager_4260,45816
GateManager 4260 ファームウェア,cpe:/a:br-automation:GateManager_4260_firmware,47086
GateManager 8250,cpe:/a:br-automation:GateManager_8250,45817
GateManager 8250 ファームウェア,cpe:/a:br-automation:GateManager_8250_firmware,47088
GateManager 9250,cpe:/a:br-automation:GateManager_9250,45818
GateManager 9250 ファームウェア,cpe:/a:br-automation:GateManager_9250_firmware,47087
SiteManager,cpe:/a:br-automation:SiteManager,45815
Automation Studio,cpe:/a:misc:br_automation_studio,44001
Front-edit Address Book,cpe:/a:b-elektro:com_addressbook,3289
B.A.S C2Box,cpe:/a:boxautomation:c2box,24449
b1gbb,cpe:/a:b1g:b1gbb,6137
b1gmail,cpe:/a:b1g:b1gmail,6138
b2evolution,cpe:/a:b2evolution:b2evolution,451
b2evolution CMS,cpe:/a:b2evolution:b2evolution_cms,48422
starrating plugin,cpe:/a:b2evolution:starrating_plugin,6139
b3log Solo,cpe:/a:b3log:solo,35993
b3log Wide,cpe:/a:b3log:wide,39569
Symphony,cpe:/a:b3log:symphony,37618
BAS920 ファームウェア,cpe:/o:basystems:bas920_firmware,32042
ISC2000 ファームウェア,cpe:/o:basystems:isc2000_firmware,32043
baalasp forum,cpe:/a:baalasp:baalasp_forum,6140
smart form portal,cpe:/a:baalasp:smart_form_portal,6141
baal systems,cpe:/a:baalsystems:baal_systems,6142
eibPort ファームウェア,cpe:/o:bab-technologie:eibport_firmware,47651
babbleboard,cpe:/a:babbleboard:babbleboard,6143
babelcli,cpe:/a:babelcli_project:babelcli,33859
babiloo,cpe:/a:babiloo_project:babiloo,41576
Baby Care System,cpe:/a:baby_care_system_project:baby_care_system,47920
baby stomach surgery,cpe:/a:baby_stomach_surgery_project:baby_stomach_surgery,22541
babybus,cpe:/a:babybus:babybus,22859
baby days,cpe:/a:babydays:baby_days,22712
Babylon,cpe:/a:babylon:babylon,9492
M-Base オペレーティングシステムとミドルウェアおよび稼働機器,cpe:/o:misc:bachmann_electronic_m-base_operating_systems_and_middleware,48317
Back In Time,cpe:/a:backintime_project:backintime,28725
back-end cms,cpe:/a:back-end:back-end_cms,6144
backbone,cpe:/a:backbone_project:backbone,34383
backbone-query-parameters,cpe:/a:backbone-query-parameters_project:backbone-query-parameters,50189
BackBox Linux,cpe:/o:backbox:backbox_linux,28699
Backdrop CMS,cpe:/a:backdropcms:backdrop_cms,36698
Backdrop Core,cpe:/a:backdropcms:backdrop_core,39888
Background Check protool,cpe:/a:backgroundcheckprotool:backgroundcheckprotool,21031
backlink spider,cpe:/a:backlinkspider:backlink_spider,6145
Backpack CRUD,cpe:/a:backpackforlaravel:backpack_crud,39864
backup manager,cpe:/a:backup_manager:backup_manager,6146
backup-agoddard,cpe:/a:backup-agoddard_project:backup-agoddard,32137
BackupGuard,cpe:/a:backup-guard:backupguard,29845
backweb,cpe:/a:backweb:backweb,6147
baconmap,cpe:/a:baconmap:baconmap,4208
Bacula,cpe:/a:bacula:bacula,6148
Bacula-Web,cpe:/a:bacula:bacula-web,21431
Bad Behavior,cpe:/a:bad_behavior_project:bad_behavior,21630
badblue,cpe:/a:badblue:badblue,6149
badjs-sourcemap-server,cpe:/a:badjs-sourcemap-server_project:badjs-sourcemap-server,34354
campus bulletin board,cpe:/a:badongo:campus_bulletin_board,6150
phpfix,cpe:/a:badongo:phpfix,6151
BageCMS,cpe:/a:bagesoft:bagecms,35359
Baidu Browser,cpe:/a:baidu:baidu_browser,35251
baidu hi,cpe:/a:baidu:baidu_hi,6152
baidu hi im,cpe:/a:baidu:baidu_hi_im,6153
Baidu IME 文字入力システム,cpe:/a:baidu:baidu_ime,29680
baidu navigation,cpe:/a:baidu:baidu_navigation,22339
Baidu Spark Browser,cpe:/a:baidu:spark_browser,20858
baidux,cpe:/a:baidu:baidux,6154
Simeji,cpe:/a:baidu:simeji,20864
soba search bar,cpe:/a:baidu:soba_search_bar,6155
UEditor,cpe:/a:baidu:ueditor,30769
baigo CMS,cpe:/a:baigo:baigo_cms,35793
baigoSSO,cpe:/a:baigo:baigo_sso,37888
baijiacms,cpe:/a:baijiacms_project:baijiacms,33315
laravel-bjyblog,cpe:/a:laravel-bjyblog_project:laravel-bjyblog,41009
netvault,cpe:/a:bakbone:netvault,6156
netvault reporter,cpe:/a:bakbone:netvault_reporter,6157
Bakeshop Inventory System,cpe:/a:bakeshop_inventory_system_project:bakeshop_inventory_system,36509
Bakeshop Online Ordering System,cpe:/a:bakeshop_online_ordering_system_project:bakeshop_online_ordering_system,49502
syslog-ng,cpe:/a:balabit:syslog-ng,4209
syslog-ng open source edition,cpe:/a:balabit:syslog-ng_open_source_edition,6158
syslog-ng premium edition,cpe:/a:balabit:syslog-ng_premium_edition,6159
Gridbox,cpe:/a:balbooa:gridbox,34634
waterline-sequel,cpe:/a:balderdash:waterline-sequel,34412
Ballerina,cpe:/a:ballerina:ballerina,48359
SwanLake,cpe:/a:ballerina:swan_lake,48360
bam,cpe:/a:bam_project:bam,47594
ban,cpe:/a:ban:ban,6160
Banana Dance,cpe:/a:bananadance:banana_dance,9581
Banckle Chat,cpe:/a:banckle_chat_project:banckle_chat,17051
BCR Movil,cpe:/a:banco_de_costa_rica:bcr_movil,29078
bandersnatch,cpe:/a:bandersnatch:bandersnatch,6161
b&h photo video pro audio,cpe:/a:bandh:b%26h_photo_video_pro_audio,22706
Bandizip,cpe:/a:bandisoft:bandizip,19551
bandsite cms,cpe:/a:bandsitecms:bandsite_cms,6162
banex,cpe:/a:banex:banex,6163
bankcoin,cpe:/a:bankcoin_project:bankcoin,34688
bank of america,cpe:/a:bankofamerica:bank_of_america,4210
btcxctl20com activex control,cpe:/a:banktown:btcxctl20com_activex_control,19318
BSK PDF Manager,cpe:/a:bannersky:bsk_pdf_manager,20569
Easy Banners,cpe:/a:bannersky:easy_banners,20538
net banpro dms,cpe:/a:banpro:net_banpro_dms,6164
BIATNET,cpe:/a:biat:biatnet,21025
Banque Zitouna,cpe:/a:dot_it:banque_zitouna,29032
banshee,cpe:/a:banshee-project:banshee,4211
tinyproxy,cpe:/a:banu:tinyproxy,4212
storm,cpe:/a:baofeng:storm,6165
obama for america,cpe:/a:barackobama:obama_for_america,22238
bitkinex,cpe:/a:barad_dur:bitkinex,6166
baramundi Management Suite,cpe:/a:baramundi:management_suite,18522
ShareYourCart,cpe:/a:barandisolutions:shareyourcart,9234
Maven Cascade Release,cpe:/a:barchart:maven_cascade_release,46807
ClickShare Button R9861500D01 ファームウェア,cpe:/o:barco:clickshare_button_r9861500d01_firmware,42313
ClickShare CS-100 Huddle ファームウェア,cpe:/o:barco:clickshare_cs-100_huddle_firmware,42314
ClickShare CS-100 ファームウェア,cpe:/o:barco:clickshare_cs-100_firmware,35283
ClickShare CSC-1,cpe:/h:barco:clickshare_csc-1,27663
ClickShare CSC-1 ファームウェア,cpe:/o:barco:clickshare_csc-1_firmware,27662
ClickShare CSE-200,cpe:/h:barco:clickshare_cse-200,27665
ClickShare CSE-200 ファームウェア,cpe:/o:barco:clickshare_cse-200_firmware,27664
ClickShare CSE-200+ ファームウェア,cpe:/o:barco:clickshare_cse-200%2b_firmware,42308
ClickShare CSE-800 ファームウェア,cpe:/o:barco:clickshare_cse-800_firmware,42309
ClickShare CSM-1,cpe:/h:barco:clickshare_csm-1,27667
ClickShare CSM-1 ファームウェア,cpe:/o:barco:clickshare_csm-1_firmware,27666
TransForm N,cpe:/o:barco:transform_n,49142
wePresent WiPG-1000P ファームウェア,cpe:/o:barco:wepresent_wipg-1000p_firmware,38456
wePresent WiPG-1600W ファームウェア,cpe:/o:barco:wepresent_wipg-1600w_firmware,38457
barcode scanner,cpe:/a:barcode_scanner_project:barcode_scanner,22050
barcodegen 1d,cpe:/a:barcodephp:barcodegen_1d,6167
Barcode ActiveX Control,cpe:/a:barcodewiz:barcode_activex_control,6168
BBEdit,cpe:/a:barebones:bbedit,19085
TextWrangler,cpe:/a:barebones:textwrangler,19084
Yojimbo,cpe:/a:barebones:yojimbo,19086
pheap cms,cpe:/a:bare_concept_media:pheap_cms,6169
bareftp,cpe:/a:bareftp:bareftp,4213
pheap,cpe:/a:barekoncept:pheap,6170
barenuked cms,cpe:/a:barenuked:barenuked_cms,6171
Bareos,cpe:/a:bareos:bareos,30674
barman,cpe:/a:barman:barman,6172
MASTER IPCAMERA01 ファームウェア,cpe:/o:barni:master_ip_camera01_firmware,32242
barnowl,cpe:/a:barnowl:barnowl,6173
aroundme,cpe:/a:barnraiser:aroundme,6174
Sprout Forms,cpe:/a:barrelstrengthdesign:sprout_forms,44811
Install,cpe:/a:barron_mccann:install,454
X-Kryptor Driver,cpe:/a:barron_mccann:x-kryptor_driver,452
Xgntr,cpe:/a:barron_mccann:mccann_xgntr,453
image pager,cpe:/a:barry_jaspan:image_pager,6175
brim,cpe:/a:barry_nauta:brim,6176
barryvan compo manager,cpe:/a:barryvan_compo:barryvan_compo_manager,6177
Payment,cpe:/a:bart_feenstra:payment,17048
conpresso,cpe:/a:bartels-schoene:conpresso,6178
Barter Sites,cpe:/a:barter-sites:com_listing,3496
baryton-saxophone,cpe:/a:baryton-saxophone_project:baryton-saxophone,33927
kingcms,cpe:/a:bas_bloemsaat:kingcms,6179
Multishop,cpe:/a:bas_van_beek:multishop,17628
Basic Analysis and Security Engine,cpe:/a:base:basic_analysis_and_security_engine,3899
basebuilder,cpe:/a:basebuilder:basebuilder,6180
Easymon,cpe:/a:basecamp:easymon,36730
marginalia,cpe:/a:basecamp:marginalia,39582
baserCMS,cpe:/a:basercms:basercms,2925
GE-131 BT-1837836 ファームウェア,cpe:/o:basetech:ge-131_bt-1837836_firmware,47970
yum,cpe:/a:baseurl:yum,19438
yum-utils,cpe:/a:baseurl:yum-utils,35737
base,cpe:/a:basic_analysis_and_security_engine:base,18847
basic-cms,cpe:/a:basic-cms:basic-cms,6181
SweeRice,cpe:/a:basic-cms:sweetrice,4214
basicforum,cpe:/a:basicforum:basicforum,6182
audio lib player,cpe:/a:basicunivers.free.fr:audio_lib_player,6183
basic_dsp_matrix,cpe:/a:basic_dsp_matrix_project:basic_dsp_matrix,49409
basilix webmail,cpe:/a:basilix:basilix_webmail,6184
NEX-Forms - Ultimate Form Builder,cpe:/a:nex-forms_-_ultimate_form_builder_project:nex-forms_-_ultimate_form_builder,40921
basketball news & videos,cpe:/a:basketball_news_%26_videos_project:basketball_news_%26_videos,22415
book panel,cpe:/a:basti2web:book_panel,6185
Kirby,cpe:/a:bastian_allgeier:kirby,25037
local media browser,cpe:/a:bastian_blumentritt:local_media_browser,6186
Karenderia Multiple Restaurant System,cpe:/a:karenderia_multiple_restaurant_system_project:karenderia_multiple_restaurant_system,47757
Basware Banking,cpe:/a:basware:banking,24746
Batavi,cpe:/a:batavi:batavi,3729
batch library,cpe:/a:batch:batch_library,22088
Batflat,cpe:/a:batflat:batflat:1.3.6,47106
V2I Hub,cpe:/a:battelle:v2i_hub,36855
battleblog,cpe:/a:battleblog:battleblog,6188
dropteam,cpe:/a:battlefront:dropteam,6189
newswriter,cpe:/a:baumedia:newswriter,6190
ExactaMix EM1200 ファームウェア,cpe:/o:baxter:em1200_firmware,45425
ExactaMix EM2400 ファームウェア,cpe:/o:baxter:em2400_firmware,45424
Phoenix X36 ファームウェア,cpe:/o:baxter:phoenix_x36_firmware,45569
PrismaFlex ファームウェア,cpe:/o:baxter:prismaflex_firmware,45527
PrisMax ファームウェア,cpe:/o:baxter:prismax_firmware,45528
dopvCOMET*,cpe:/a:bayashi:dopvcomet%2A,16959
dopvSTAR*,cpe:/a:bayashi:dopvstar%2A,16960
Bluetooth スタック,cpe:/a:bavarian_motor_works:bluetooth_stack,29368
ecommerce shopping cart,cpe:/a:bazaarbuilder:ecommerce_shopping_cart,6191
U by BB&T,cpe:/a:bb%26t:the_u,26970
blueboy,cpe:/a:bb-news:blueboy,18837
bbclone,cpe:/a:bbclone:bbclone,6192
bbpress,cpe:/a:bbpress:bbpress,4215
bbPress Move Topics,cpe:/a:bbpress_move_topics_project:bbpress_move_topics,40127
e-market,cpe:/a:bbs:e-market,6195
bbs100,cpe:/a:bbs100:bbs100,6194
bbsmax,cpe:/a:bbsmax:bbsmax,6196
bbsnew,cpe:/a:bbsnew:bbsnew,6197
bbportals,cpe:/a:bbsprocess:bbportals,6198
bbsxp,cpe:/a:bbsxp:bbsxp,6199
BCaaS,cpe:/a:bcaas_project:bcaas,34322
bchunk,cpe:/a:bchunk_project:bchunk,31009
Quarking Password Manager,cpe:/a:bcnquark:quarking_password_manager,39176
bcoin,cpe:/a:bcoin:bcoin,46478
bcoos,cpe:/a:bcoos:bcoos,6200
devtracker,cpe:/a:bcoos:devtracker,6201
event calendar,cpe:/a:bcoos:event_calendar,6202
Bcxss,cpe:/a:bcxss_project:bcxss,34930
Alaris PC unit,cpe:/a:bd:alaris_pc_unit,44952
BD FACSLyric,cpe:/o:bd:facslyric,37699
BD FACSLyric IVD,cpe:/o:bd:facslyric_ivd,37700
as31,cpe:/a:bdale_garbee:as31,4090
webstudio cms,cpe:/a:bdigital_web_solutions:webstudio_cms,6203
webstudio ecatalogue,cpe:/a:bdigital_web_solutions:webstudio_ecatalogue,6204
webstudio ehotel,cpe:/a:bdigital_web_solutions:webstudio_ehotel,6205
Multi-Scheduler,cpe:/a:bdtask:multi-scheduler,45299
Multi-Store Inventory Management System,cpe:/a:bdtask:multi-store,49348
Boehm-Demers-Weiser Garbage Collector,cpe:/a:bdwgc_project:bdwgc,27485
BE User Log,cpe:/a:be_user_log_project:be_user_log,24312
BE User Switch,cpe:/a:typo3:beuserswitch,3879
aqualogic interaction,cpe:/a:bea_systems:aqualogic_interaction,6214
plumtree collaboration,cpe:/a:bea_systems:plumtree_collaboration,6215
plumtree foundation,cpe:/a:bea_systems:plumtree_foundation,6216
weblogic portal,cpe:/a:bea_systems:weblogic_portal,6217
beacon,cpe:/a:beacon:beacon,6218
Scroll Medical Air Systems ファームウェア,cpe:/o:beaconmedaes:scroll_medical_air_systems_firmware,33766
beagle,cpe:/a:beagle-project:beagle,18820
Beaker,cpe:/a:beakerbrowser:beaker,44585
Beaker,cpe:/a:beaker-project:beaker,30441
WP Microblogs,cpe:/a:wp_microblogs_project:wp_microblogs,20480
Bean,cpe:/a:bean_project:bean,19558
Djblets,cpe:/a:reviewboard:djblets,20361
Review Board,cpe:/a:reviewboard:review_board,3161
BeanShell,cpe:/a:beanshell_project:beanshell,25995
BearAdmin,cpe:/a:bearadmin_project:bearadmin,33713
JoomSport,cpe:/a:beardev:joomsport,39769
BearFTP,cpe:/a:bearftp_project:bearftp,42912
monster makeup,cpe:/a:bearhugmedia:monster_makeup,23030
bear id lock,cpe:/a:bearidlock:bear_id_lock,22953
i-pos internet pay online store,cpe:/a:bearrivernet.net:i-pos_internet_pay_online_store,6219
eprayer,cpe:/a:beatificfaith:eprayer,13460
beatnik player,cpe:/a:beatnik:beatnik_player,6220
beatport player,cpe:/a:beatport:beatport_player,6221
roomphplanning,cpe:/a:beaussier:roomphplanning,6222
Beauty Ecosystem Coin,cpe:/a:beauty:beauty_ecosystem_coin,33480
AVON Buy & Sell,cpe:/a:avon:avon_buy%26sell,21034
aqualogic enterprise security,cpe:/a:bea:aqualogic_enterprise_security,6206
aqualogic interaction,cpe:/a:bea:aqualogic_interaction,6207
aqualogic service bus,cpe:/a:bea:aqualogic_service_bus,6208
BEA JRockit,cpe:/a:bea:jrockit,200
BEA WebLogic Express,cpe:/a:bea:weblogic_express,198
BEA WebLogic Platform,cpe:/a:bea:weblogic_platform,199
BEA WebLogic Server,cpe:/a:bea:weblogic_server,176
tuxedo,cpe:/a:bea:tuxedo,6209
weblogic integration,cpe:/a:bea:weblogic_integration,6210
weblogic mobility server,cpe:/a:bea:weblogic_mobility_server,6211
weblogic portal,cpe:/a:bea:weblogic_portal,6212
weblogic workshop,cpe:/a:bea:weblogic_workshop,6213
bournal,cpe:/a:becauseinter:bournal,6223
Beckhoff TwinCAT,cpe:/a:beckhoff:twincat,2926
BK9000 ファームウェア,cpe:/o:beckhoff:bk9000_firmware,43785
Embedded PC Images,cpe:/a:beckhoff:embedded_pc_images,27004
IPC Diagnostics,cpe:/a:beckhoff:ipc_diagnostics,24199
IPC Diagnostics UA Server,cpe:/a:beckhoff:ipc_diagnostics_ua_server,50701
TF6100,cpe:/a:beckhoff:tf6100,50702
TwinCAT OPC UA Server,cpe:/a:beckhoff:twincat_opc_ua_server,50703
TwinCAT XAR,cpe:/a:beckhoff:twincat_extended_automation_runtime,48107
M-2001D Digital Tapchanger Control,cpe:/h:beckwithelectric:m-2001d_digital_tapchanger_control,24173
M-2001D Digital Tapchanger Control ファームウェア,cpe:/o:beckwithelectric:m-2001d_digital_tapchanger_control_d-0214_firmware,24174
M-6200 Digital Voltage Regulator Control,cpe:/h:beckwithelectric:m-6200_digital_voltage_regulator_control,24175
M-6200 Digital Voltage Regulator Control ファームウェア,cpe:/o:beckwithelectric:m-6200_digital_voltage_regulator_control_d-0198_firmware,24176
M-6200A Digital Voltage Regulator Control,cpe:/h:beckwithelectric:m-6200a_digital_voltage_regulator_control,24177
M-6200A Digital Voltage Regulator Control ファームウェア,cpe:/o:beckwithelectric:m-6200a_digital_voltage_regulator_control_d-0228_firmware,24178
M-6280 Digital Capacitor Bank Control,cpe:/h:beckwithelectric:m-6280_digital_capacitor_bank_control,24179
M-6280 Digital Capacitor Bank Control ファームウェア,cpe:/o:beckwithelectric:m-6280_digital_capacitor_bank_control_firmware,24180
M-6280A Digital Capacitor Bank Control,cpe:/h:beckwithelectric:m-6280a_digital_capacitor_bank_control,24181
M-6280A Digital Capacitor Bank Control ファームウェア,cpe:/o:beckwithelectric:m-6280a_digital_capacitor_bank_control_d-0254_firmware,24182
M-6283A Three Phase Digital Capacitor Bank Control,cpe:/h:beckwithelectric:m-6283a_three_phase_digital_capacitor_bank_control,24183
M-6283A Three Phase Digital Capacitor Bank Control ファームウェア,cpe:/o:beckwithelectric:m-6283a_three_phase_digital_capacitor_bank_control_d-0346_firmware,24184
becontent,cpe:/a:becontent:becontent,6224
Alaris 8000 PC unit,cpe:/a:bd:alaris_8000_pc_unit,28402
Alaris 8015 PC unit,cpe:/a:bd:alaris_8015_pc_unit,28403
Alaris CC ファームウェア,cpe:/o:bd:alaris_cc_firmware,35750
Alaris Gateway Workstation ファームウェア,cpe:/o:bd:alaris_gateway_workstation_firmware,39098
Alaris GH ファームウェア,cpe:/o:bd:alaris_gh_firmware,35749
Alaris GS ファームウェア,cpe:/o:bd:alaris_gs_firmware,35748
Alaris Systems Manager,cpe:/a:bd:alaris_systems_manager,46147
Alaris TIVA ファームウェア,cpe:/o:bd:alaris_tiva_firmware,35751
Database Manager,cpe:/a:bd:database_manager,33745
KLA Journal Service,cpe:/a:bd:kla_journal_service,29565
PerformA,cpe:/a:bd:performa,29564
Pyxis Anesthesia (PAS) ES System,cpe:/a:bd:pyxis_medstation_es_system,43950
Pyxis Enterprise Server,cpe:/a:bd:pyxis_enterprise_server,40460
Pyxis ES,cpe:/a:bd:pyxis_es,40461
Pyxis MedStation ES System,cpe:/a:bd:pyxis_anesthesia_es_system,43949
